
0it [00:00, ?it/s]
1146it [05:49,  2.81it/s, bound:0 nc:  4 ncall:3.2e+03 eff:36.2% logz-ratio=7.32+/-0.04 dlogz:1.736>0.1]
1147it [05:49,  3.04it/s, bound:0 nc:  2 ncall:3.2e+03 eff:36.2% logz-ratio=7.32+/-0.04 dlogz:1.734>0.1]
1148it [05:49,  3.48it/s, bound:0 nc:  2 ncall:3.2e+03 eff:36.2% logz-ratio=7.32+/-0.04 dlogz:1.732>0.1]
1149it [05:50,  2.72it/s, bound:0 nc:  6 ncall:3.2e+03 eff:36.2% logz-ratio=7.33+/-0.04 dlogz:1.730>0.1]
1151it [05:50,  3.17it/s, bound:0 nc:  3 ncall:3.2e+03 eff:36.2% logz-ratio=7.33+/-0.04 dlogz:1.727>0.1]
1152it [05:51,  3.57it/s, bound:0 nc:  2 ncall:3.2e+03 eff:36.2% logz-ratio=7.33+/-0.04 dlogz:1.725>0.1]
1154it [05:51,  4.48it/s, bound:0 nc:  1 ncall:3.2e+03 eff:36.2% logz-ratio=7.33+/-0.04 dlogz:1.721>0.1]
1155it [05:51,  3.45it/s, bound:0 nc:  5 ncall:3.2e+03 eff:36.2% logz-ratio=7.33+/-0.04 dlogz:1.720>0.1]
1156it [05:51,  4.29it/s, bound:0 nc:  1 ncall:3.2e+03 eff:36.2% logz-ratio=7.33+/-0.04 dlogz:1.718>0.1]
1157it [05:52,  4.45it/s, bound:0 nc:  2 ncall:3.2e+03 eff:36.2% logz-ratio=7.33+/-0.04 dlogz:1.716>0.1]
1159it [05:52,  3.99it/s, bound:0 nc:  6 ncall:3.2e+03 eff:36.2% logz-ratio=7.34+/-0.04 dlogz:1.712>0.1]
1160it [05:53,  3.16it/s, bound:0 nc:  5 ncall:3.2e+03 eff:36.2% logz-ratio=7.34+/-0.04 dlogz:1.711>0.1]
1162it [05:53,  4.02it/s, bound:0 nc:  1 ncall:3.2e+03 eff:36.2% logz-ratio=7.34+/-0.04 dlogz:1.707>0.1]
1163it [05:53,  3.42it/s, bound:0 nc:  4 ncall:3.2e+03 eff:36.2% logz-ratio=7.34+/-0.04 dlogz:1.705>0.1]
1165it [05:54,  4.06it/s, bound:0 nc:  2 ncall:3.2e+03 eff:36.3% logz-ratio=7.34+/-0.04 dlogz:1.702>0.1]
1166it [05:54,  3.43it/s, bound:0 nc:  4 ncall:3.2e+03 eff:36.2% logz-ratio=7.35+/-0.04 dlogz:1.700>0.1]
1167it [05:54,  4.25it/s, bound:0 nc:  1 ncall:3.2e+03 eff:36.3% logz-ratio=7.35+/-0.04 dlogz:1.698>0.1]
1168it [05:54,  3.57it/s, bound:0 nc:  4 ncall:3.2e+03 eff:36.3% logz-ratio=7.35+/-0.04 dlogz:1.696>0.1]
1169it [05:54,  4.37it/s, bound:0 nc:  1 ncall:3.2e+03 eff:36.3% logz-ratio=7.35+/-0.04 dlogz:1.695>0.1]
1170it [05:55,  5.24it/s, bound:0 nc:  1 ncall:3.2e+03 eff:36.3% logz-ratio=7.35+/-0.04 dlogz:1.693>0.1]
1171it [05:56,  1.62it/s, bound:0 nc: 16 ncall:3.2e+03 eff:36.1% logz-ratio=7.35+/-0.04 dlogz:1.691>0.1]
1172it [05:56,  2.06it/s, bound:0 nc:  2 ncall:3.2e+03 eff:36.2% logz-ratio=7.35+/-0.04 dlogz:1.689>0.1]
1173it [05:57,  1.96it/s, bound:0 nc:  6 ncall:3.2e+03 eff:36.1% logz-ratio=7.35+/-0.04 dlogz:1.687>0.1]
1174it [05:57,  2.56it/s, bound:0 nc:  1 ncall:3.2e+03 eff:36.1% logz-ratio=7.35+/-0.04 dlogz:1.686>0.1]
1175it [05:57,  2.97it/s, bound:0 nc:  2 ncall:3.3e+03 eff:36.1% logz-ratio=7.36+/-0.04 dlogz:1.684>0.1]
1176it [05:58,  2.45it/s, bound:0 nc:  6 ncall:3.3e+03 eff:36.1% logz-ratio=7.36+/-0.04 dlogz:1.682>0.1]
1177it [05:58,  2.50it/s, bound:0 nc:  4 ncall:3.3e+03 eff:36.1% logz-ratio=7.36+/-0.04 dlogz:1.680>0.1]
1178it [05:59,  1.98it/s, bound:0 nc:  7 ncall:3.3e+03 eff:36.0% logz-ratio=7.36+/-0.04 dlogz:1.679>0.1]
1179it [05:59,  2.40it/s, bound:0 nc:  2 ncall:3.3e+03 eff:36.1% logz-ratio=7.36+/-0.04 dlogz:1.677>0.1]
1180it [06:00,  2.18it/s, bound:0 nc:  6 ncall:3.3e+03 eff:36.0% logz-ratio=7.36+/-0.04 dlogz:1.675>0.1]
1181it [06:00,  2.65it/s, bound:0 nc:  2 ncall:3.3e+03 eff:36.0% logz-ratio=7.36+/-0.04 dlogz:1.673>0.1]
1182it [06:00,  3.39it/s, bound:0 nc:  1 ncall:3.3e+03 eff:36.0% logz-ratio=7.36+/-0.04 dlogz:1.672>0.1]
1183it [06:00,  4.12it/s, bound:0 nc:  1 ncall:3.3e+03 eff:36.1% logz-ratio=7.37+/-0.04 dlogz:1.670>0.1]
1184it [06:00,  4.92it/s, bound:0 nc:  1 ncall:3.3e+03 eff:36.1% logz-ratio=7.37+/-0.04 dlogz:1.668>0.1]
1185it [06:01,  2.82it/s, bound:0 nc:  8 ncall:3.3e+03 eff:36.0% logz-ratio=7.37+/-0.04 dlogz:1.666>0.1]
1186it [06:01,  3.26it/s, bound:0 nc:  2 ncall:3.3e+03 eff:36.0% logz-ratio=7.37+/-0.04 dlogz:1.665>0.1]
1187it [06:02,  2.52it/s, bound:0 nc:  6 ncall:3.3e+03 eff:36.0% logz-ratio=7.37+/-0.04 dlogz:1.663>0.1]
1188it [06:02,  2.99it/s, bound:0 nc:  2 ncall:3.3e+03 eff:36.0% logz-ratio=7.37+/-0.04 dlogz:1.661>0.1]
1189it [06:02,  3.04it/s, bound:0 nc:  3 ncall:3.3e+03 eff:36.0% logz-ratio=7.37+/-0.04 dlogz:1.660>0.1]
1191it [06:03,  3.72it/s, bound:0 nc:  2 ncall:3.3e+03 eff:36.0% logz-ratio=7.37+/-0.04 dlogz:1.656>0.1]
1192it [06:03,  2.98it/s, bound:0 nc:  6 ncall:3.3e+03 eff:36.0% logz-ratio=7.38+/-0.04 dlogz:1.654>0.1]
1193it [06:03,  2.92it/s, bound:0 nc:  4 ncall:3.3e+03 eff:36.0% logz-ratio=7.38+/-0.04 dlogz:1.653>0.1]
1194it [06:04,  3.63it/s, bound:0 nc:  1 ncall:3.3e+03 eff:36.0% logz-ratio=7.38+/-0.04 dlogz:1.651>0.1]
1195it [06:04,  3.94it/s, bound:0 nc:  2 ncall:3.3e+03 eff:36.0% logz-ratio=7.38+/-0.04 dlogz:1.649>0.1]
1196it [06:04,  4.21it/s, bound:0 nc:  2 ncall:3.3e+03 eff:36.0% logz-ratio=7.38+/-0.04 dlogz:1.647>0.1]
1197it [06:04,  3.51it/s, bound:0 nc:  4 ncall:3.3e+03 eff:36.0% logz-ratio=7.38+/-0.04 dlogz:1.646>0.1]
1198it [06:05,  2.85it/s, bound:0 nc:  5 ncall:3.3e+03 eff:36.0% logz-ratio=7.38+/-0.04 dlogz:1.644>0.1]
1199it [06:05,  3.21it/s, bound:0 nc:  2 ncall:3.3e+03 eff:36.0% logz-ratio=7.38+/-0.04 dlogz:1.642>0.1]
1200it [06:06,  1.93it/s, bound:0 nc:  9 ncall:3.3e+03 eff:35.9% logz-ratio=7.38+/-0.04 dlogz:1.641>0.1]
1201it [06:06,  2.07it/s, bound:0 nc:  4 ncall:3.3e+03 eff:35.9% logz-ratio=7.39+/-0.04 dlogz:1.639>0.1]
1202it [06:07,  2.18it/s, bound:0 nc:  4 ncall:3.3e+03 eff:35.9% logz-ratio=7.39+/-0.04 dlogz:1.637>0.1]
1203it [06:07,  2.40it/s, bound:0 nc:  3 ncall:3.4e+03 eff:35.9% logz-ratio=7.39+/-0.04 dlogz:1.636>0.1]
1204it [06:08,  2.35it/s, bound:0 nc:  3 ncall:3.4e+03 eff:35.9% logz-ratio=7.39+/-0.04 dlogz:1.634>0.1]
1205it [06:08,  3.03it/s, bound:0 nc:  1 ncall:3.4e+03 eff:35.9% logz-ratio=7.39+/-0.04 dlogz:1.632>0.1]
1206it [06:09,  1.99it/s, bound:0 nc:  7 ncall:3.4e+03 eff:35.9% logz-ratio=7.39+/-0.04 dlogz:1.630>0.1]
1207it [06:09,  2.57it/s, bound:0 nc:  1 ncall:3.4e+03 eff:35.9% logz-ratio=7.39+/-0.04 dlogz:1.629>0.1]
1208it [06:09,  2.90it/s, bound:0 nc:  2 ncall:3.4e+03 eff:35.9% logz-ratio=7.39+/-0.04 dlogz:1.627>0.1]
1209it [06:09,  3.64it/s, bound:0 nc:  1 ncall:3.4e+03 eff:35.9% logz-ratio=7.39+/-0.04 dlogz:1.625>0.1]
1210it [06:10,  2.97it/s, bound:0 nc:  4 ncall:3.4e+03 eff:35.9% logz-ratio=7.40+/-0.04 dlogz:1.624>0.1]
1211it [06:10,  2.50it/s, bound:0 nc:  5 ncall:3.4e+03 eff:35.9% logz-ratio=7.40+/-0.04 dlogz:1.622>0.1]
1212it [06:10,  3.15it/s, bound:0 nc:  1 ncall:3.4e+03 eff:35.9% logz-ratio=7.40+/-0.04 dlogz:1.620>0.1]
1213it [06:10,  3.95it/s, bound:0 nc:  1 ncall:3.4e+03 eff:35.9% logz-ratio=7.40+/-0.04 dlogz:1.619>0.1]
1214it [06:11,  3.69it/s, bound:0 nc:  3 ncall:3.4e+03 eff:35.9% logz-ratio=7.40+/-0.04 dlogz:1.617>0.1]
1215it [06:11,  2.91it/s, bound:0 nc:  5 ncall:3.4e+03 eff:35.9% logz-ratio=7.40+/-0.04 dlogz:1.615>0.1]
1216it [06:11,  3.68it/s, bound:0 nc:  1 ncall:3.4e+03 eff:35.9% logz-ratio=7.40+/-0.04 dlogz:1.614>0.1]
1217it [06:12,  3.56it/s, bound:0 nc:  3 ncall:3.4e+03 eff:35.9% logz-ratio=7.40+/-0.04 dlogz:1.612>0.1]
1218it [06:12,  3.27it/s, bound:0 nc:  4 ncall:3.4e+03 eff:35.9% logz-ratio=7.40+/-0.04 dlogz:1.610>0.1]
1219it [06:12,  4.06it/s, bound:0 nc:  1 ncall:3.4e+03 eff:35.9% logz-ratio=7.41+/-0.04 dlogz:1.609>0.1]
1220it [06:12,  3.54it/s, bound:0 nc:  4 ncall:3.4e+03 eff:35.9% logz-ratio=7.41+/-0.04 dlogz:1.607>0.1]
1221it [06:13,  4.28it/s, bound:0 nc:  1 ncall:3.4e+03 eff:35.9% logz-ratio=7.41+/-0.04 dlogz:1.605>0.1]
1222it [06:13,  3.98it/s, bound:0 nc:  3 ncall:3.4e+03 eff:35.9% logz-ratio=7.41+/-0.04 dlogz:1.604>0.1]
1223it [06:14,  2.16it/s, bound:0 nc: 11 ncall:3.4e+03 eff:35.8% logz-ratio=7.41+/-0.04 dlogz:1.602>0.1]
1224it [06:14,  2.16it/s, bound:0 nc:  4 ncall:3.4e+03 eff:35.8% logz-ratio=7.41+/-0.04 dlogz:1.600>0.1]
1225it [06:15,  2.16it/s, bound:0 nc:  4 ncall:3.4e+03 eff:35.8% logz-ratio=7.41+/-0.04 dlogz:1.599>0.1]
1226it [06:15,  1.86it/s, bound:0 nc:  7 ncall:3.4e+03 eff:35.8% logz-ratio=7.41+/-0.04 dlogz:1.597>0.1]
1228it [06:16,  1.97it/s, bound:0 nc:  8 ncall:3.4e+03 eff:35.7% logz-ratio=7.42+/-0.04 dlogz:1.594>0.1]
1229it [06:16,  2.59it/s, bound:0 nc:  1 ncall:3.4e+03 eff:35.7% logz-ratio=7.42+/-0.04 dlogz:1.592>0.1]
1230it [06:17,  1.78it/s, bound:0 nc: 10 ncall:3.4e+03 eff:35.7% logz-ratio=7.42+/-0.04 dlogz:1.590>0.1]
1231it [06:18,  1.91it/s, bound:0 nc:  4 ncall:3.5e+03 eff:35.7% logz-ratio=7.42+/-0.04 dlogz:1.589>0.1]
1232it [06:18,  2.21it/s, bound:0 nc:  3 ncall:3.5e+03 eff:35.7% logz-ratio=7.42+/-0.04 dlogz:1.587>0.1]
1233it [06:19,  1.81it/s, bound:0 nc:  8 ncall:3.5e+03 eff:35.6% logz-ratio=7.42+/-0.04 dlogz:1.585>0.1]
1234it [06:20,  1.60it/s, bound:0 nc:  8 ncall:3.5e+03 eff:35.6% logz-ratio=7.42+/-0.04 dlogz:1.584>0.1]
1235it [06:20,  1.72it/s, bound:0 nc:  5 ncall:3.5e+03 eff:35.5% logz-ratio=7.42+/-0.04 dlogz:1.582>0.1]
1236it [06:20,  2.25it/s, bound:0 nc:  1 ncall:3.5e+03 eff:35.5% logz-ratio=7.42+/-0.04 dlogz:1.580>0.1]
1237it [06:21,  2.47it/s, bound:0 nc:  3 ncall:3.5e+03 eff:35.5% logz-ratio=7.42+/-0.04 dlogz:1.579>0.1]
1238it [06:21,  2.08it/s, bound:0 nc:  6 ncall:3.5e+03 eff:35.5% logz-ratio=7.43+/-0.04 dlogz:1.577>0.1]
1239it [06:22,  2.34it/s, bound:0 nc:  2 ncall:3.5e+03 eff:35.5% logz-ratio=7.43+/-0.04 dlogz:1.575>0.1]
1240it [06:22,  2.95it/s, bound:0 nc:  1 ncall:3.5e+03 eff:35.5% logz-ratio=7.43+/-0.04 dlogz:1.574>0.1]
1241it [06:22,  3.72it/s, bound:0 nc:  1 ncall:3.5e+03 eff:35.6% logz-ratio=7.43+/-0.04 dlogz:1.572>0.1]
1242it [06:22,  4.19it/s, bound:0 nc:  1 ncall:3.5e+03 eff:35.6% logz-ratio=7.43+/-0.04 dlogz:1.570>0.1]
1243it [06:22,  3.15it/s, bound:0 nc:  4 ncall:3.5e+03 eff:35.6% logz-ratio=7.43+/-0.04 dlogz:1.569>0.1]
1244it [06:23,  2.63it/s, bound:0 nc:  5 ncall:3.5e+03 eff:35.5% logz-ratio=7.43+/-0.04 dlogz:1.567>0.1]
1245it [06:24,  2.08it/s, bound:0 nc:  7 ncall:3.5e+03 eff:35.5% logz-ratio=7.43+/-0.04 dlogz:1.566>0.1]
1246it [06:24,  2.71it/s, bound:0 nc:  1 ncall:3.5e+03 eff:35.5% logz-ratio=7.43+/-0.04 dlogz:1.564>0.1]
1247it [06:24,  2.28it/s, bound:0 nc:  6 ncall:3.5e+03 eff:35.5% logz-ratio=7.44+/-0.04 dlogz:1.562>0.1]
1248it [06:25,  2.90it/s, bound:0 nc:  1 ncall:3.5e+03 eff:35.5% logz-ratio=7.44+/-0.04 dlogz:1.561>0.1]
1250it [06:25,  3.69it/s, bound:0 nc:  1 ncall:3.5e+03 eff:35.5% logz-ratio=7.44+/-0.04 dlogz:1.557>0.1]
1251it [06:25,  3.97it/s, bound:0 nc:  2 ncall:3.5e+03 eff:35.5% logz-ratio=7.44+/-0.04 dlogz:1.556>0.1]
1252it [06:25,  4.37it/s, bound:0 nc:  2 ncall:3.5e+03 eff:35.6% logz-ratio=7.44+/-0.04 dlogz:1.554>0.1]
1253it [06:25,  4.93it/s, bound:0 nc:  1 ncall:3.5e+03 eff:35.6% logz-ratio=7.44+/-0.04 dlogz:1.552>0.1]
1254it [06:26,  3.62it/s, bound:0 nc:  4 ncall:3.5e+03 eff:35.6% logz-ratio=7.44+/-0.04 dlogz:1.551>0.1]
1255it [06:26,  4.30it/s, bound:0 nc:  1 ncall:3.5e+03 eff:35.6% logz-ratio=7.44+/-0.04 dlogz:1.549>0.1]
1256it [06:26,  3.41it/s, bound:0 nc:  4 ncall:3.5e+03 eff:35.6% logz-ratio=7.45+/-0.04 dlogz:1.548>0.1]
1257it [06:26,  4.11it/s, bound:0 nc:  1 ncall:3.5e+03 eff:35.6% logz-ratio=7.45+/-0.04 dlogz:1.546>0.1]
1258it [06:27,  4.17it/s, bound:0 nc:  2 ncall:3.5e+03 eff:35.6% logz-ratio=7.45+/-0.04 dlogz:1.544>0.1]
1259it [06:27,  4.46it/s, bound:0 nc:  2 ncall:3.5e+03 eff:35.6% logz-ratio=7.45+/-0.04 dlogz:1.543>0.1]
1260it [06:27,  4.54it/s, bound:0 nc:  2 ncall:3.5e+03 eff:35.6% logz-ratio=7.45+/-0.04 dlogz:1.541>0.1]
1261it [06:28,  2.50it/s, bound:0 nc:  9 ncall:3.5e+03 eff:35.6% logz-ratio=7.45+/-0.04 dlogz:1.539>0.1]
1262it [06:28,  2.53it/s, bound:0 nc:  4 ncall:3.6e+03 eff:35.5% logz-ratio=7.45+/-0.04 dlogz:1.538>0.1]
1263it [06:29,  2.21it/s, bound:0 nc:  6 ncall:3.6e+03 eff:35.5% logz-ratio=7.45+/-0.04 dlogz:1.536>0.1]
1264it [06:30,  1.80it/s, bound:0 nc:  7 ncall:3.6e+03 eff:35.5% logz-ratio=7.45+/-0.04 dlogz:1.535>0.1]
1265it [06:30,  2.34it/s, bound:0 nc:  1 ncall:3.6e+03 eff:35.5% logz-ratio=7.45+/-0.04 dlogz:1.533>0.1]
1266it [06:30,  2.97it/s, bound:0 nc:  1 ncall:3.6e+03 eff:35.5% logz-ratio=7.46+/-0.04 dlogz:1.531>0.1]
1267it [06:30,  2.90it/s, bound:0 nc:  4 ncall:3.6e+03 eff:35.5% logz-ratio=7.46+/-0.04 dlogz:1.530>0.1]
1269it [06:30,  3.74it/s, bound:0 nc:  1 ncall:3.6e+03 eff:35.5% logz-ratio=7.46+/-0.04 dlogz:1.527>0.1]
1270it [06:31,  4.08it/s, bound:0 nc:  2 ncall:3.6e+03 eff:35.5% logz-ratio=7.46+/-0.04 dlogz:1.525>0.1]
1271it [06:31,  4.34it/s, bound:0 nc:  2 ncall:3.6e+03 eff:35.5% logz-ratio=7.46+/-0.04 dlogz:1.523>0.1]
1273it [06:32,  3.53it/s, bound:0 nc:  8 ncall:3.6e+03 eff:35.5% logz-ratio=7.46+/-0.04 dlogz:1.520>0.1]
1274it [06:32,  4.03it/s, bound:0 nc:  2 ncall:3.6e+03 eff:35.5% logz-ratio=7.46+/-0.04 dlogz:1.519>0.1]
1275it [06:33,  2.50it/s, bound:0 nc:  9 ncall:3.6e+03 eff:35.5% logz-ratio=7.47+/-0.04 dlogz:1.517>0.1]
1276it [06:33,  2.83it/s, bound:0 nc:  3 ncall:3.6e+03 eff:35.5% logz-ratio=7.47+/-0.04 dlogz:1.515>0.1]
1277it [06:33,  2.85it/s, bound:0 nc:  4 ncall:3.6e+03 eff:35.4% logz-ratio=7.47+/-0.04 dlogz:1.514>0.1]
1278it [06:33,  3.37it/s, bound:0 nc:  2 ncall:3.6e+03 eff:35.5% logz-ratio=7.47+/-0.04 dlogz:1.512>0.1]
1280it [06:34,  4.04it/s, bound:0 nc:  2 ncall:3.6e+03 eff:35.5% logz-ratio=7.47+/-0.04 dlogz:1.509>0.1]
1281it [06:34,  4.90it/s, bound:0 nc:  1 ncall:3.6e+03 eff:35.5% logz-ratio=7.47+/-0.04 dlogz:1.507>0.1]
1282it [06:34,  4.37it/s, bound:0 nc:  4 ncall:3.6e+03 eff:35.5% logz-ratio=7.47+/-0.04 dlogz:1.506>0.1]
1283it [06:34,  4.34it/s, bound:0 nc:  3 ncall:3.6e+03 eff:35.5% logz-ratio=7.47+/-0.04 dlogz:1.504>0.1]
1284it [06:34,  4.90it/s, bound:0 nc:  2 ncall:3.6e+03 eff:35.5% logz-ratio=7.47+/-0.04 dlogz:1.503>0.1]
1285it [06:35,  4.36it/s, bound:0 nc:  4 ncall:3.6e+03 eff:35.5% logz-ratio=7.48+/-0.04 dlogz:1.501>0.1]
1286it [06:35,  4.81it/s, bound:0 nc:  2 ncall:3.6e+03 eff:35.5% logz-ratio=7.48+/-0.04 dlogz:1.500>0.1]
1287it [06:35,  3.84it/s, bound:0 nc:  5 ncall:3.6e+03 eff:35.5% logz-ratio=7.48+/-0.04 dlogz:1.498>0.1]
1288it [06:36,  2.53it/s, bound:0 nc:  8 ncall:3.6e+03 eff:35.4% logz-ratio=7.48+/-0.04 dlogz:1.496>0.1]
1290it [06:36,  3.14it/s, bound:0 nc:  2 ncall:3.6e+03 eff:35.4% logz-ratio=7.48+/-0.04 dlogz:1.493>0.1]
1291it [06:36,  3.58it/s, bound:0 nc:  2 ncall:3.6e+03 eff:35.4% logz-ratio=7.48+/-0.04 dlogz:1.492>0.1]
1292it [06:37,  2.65it/s, bound:0 nc:  7 ncall:3.6e+03 eff:35.4% logz-ratio=7.48+/-0.04 dlogz:1.490>0.1]
1293it [06:37,  2.53it/s, bound:0 nc:  5 ncall:3.7e+03 eff:35.4% logz-ratio=7.48+/-0.04 dlogz:1.489>0.1]
1294it [06:38,  3.06it/s, bound:0 nc:  2 ncall:3.7e+03 eff:35.4% logz-ratio=7.48+/-0.04 dlogz:1.487>0.1]
1295it [06:38,  3.59it/s, bound:0 nc:  2 ncall:3.7e+03 eff:35.4% logz-ratio=7.49+/-0.04 dlogz:1.485>0.1]
1296it [06:38,  4.38it/s, bound:0 nc:  1 ncall:3.7e+03 eff:35.4% logz-ratio=7.49+/-0.04 dlogz:1.484>0.1]
1297it [06:38,  3.73it/s, bound:0 nc:  4 ncall:3.7e+03 eff:35.4% logz-ratio=7.49+/-0.04 dlogz:1.482>0.1]
1299it [06:39,  4.17it/s, bound:0 nc:  3 ncall:3.7e+03 eff:35.4% logz-ratio=7.49+/-0.04 dlogz:1.479>0.1]
1300it [06:39,  3.06it/s, bound:0 nc:  6 ncall:3.7e+03 eff:35.4% logz-ratio=7.49+/-0.04 dlogz:1.478>0.1]
1301it [06:39,  3.84it/s, bound:0 nc:  1 ncall:3.7e+03 eff:35.4% logz-ratio=7.49+/-0.04 dlogz:1.476>0.1]
1302it [06:40,  3.08it/s, bound:0 nc:  4 ncall:3.7e+03 eff:35.4% logz-ratio=7.49+/-0.04 dlogz:1.474>0.1]
1303it [06:40,  3.77it/s, bound:0 nc:  1 ncall:3.7e+03 eff:35.4% logz-ratio=7.49+/-0.04 dlogz:1.473>0.1]
1304it [06:40,  3.47it/s, bound:0 nc:  3 ncall:3.7e+03 eff:35.4% logz-ratio=7.50+/-0.04 dlogz:1.471>0.1]
1305it [06:40,  3.91it/s, bound:0 nc:  2 ncall:3.7e+03 eff:35.4% logz-ratio=7.50+/-0.04 dlogz:1.470>0.1]
1306it [06:41,  2.09it/s, bound:0 nc: 11 ncall:3.7e+03 eff:35.3% logz-ratio=7.50+/-0.04 dlogz:1.468>0.1]
1307it [06:42,  1.95it/s, bound:0 nc:  5 ncall:3.7e+03 eff:35.3% logz-ratio=7.50+/-0.04 dlogz:1.467>0.1]
1308it [06:42,  2.12it/s, bound:0 nc:  4 ncall:3.7e+03 eff:35.3% logz-ratio=7.50+/-0.04 dlogz:1.465>0.1]
1309it [06:43,  1.48it/s, bound:0 nc: 13 ncall:3.7e+03 eff:35.2% logz-ratio=7.50+/-0.04 dlogz:1.464>0.1]
1310it [06:44,  1.33it/s, bound:0 nc: 10 ncall:3.7e+03 eff:35.1% logz-ratio=7.50+/-0.04 dlogz:1.462>0.1]
1311it [06:45,  1.64it/s, bound:0 nc:  3 ncall:3.7e+03 eff:35.1% logz-ratio=7.50+/-0.04 dlogz:1.460>0.1]
1312it [06:45,  2.18it/s, bound:0 nc:  1 ncall:3.7e+03 eff:35.2% logz-ratio=7.50+/-0.04 dlogz:1.459>0.1]
1313it [06:45,  1.86it/s, bound:0 nc:  8 ncall:3.7e+03 eff:35.1% logz-ratio=7.50+/-0.04 dlogz:1.457>0.1]
1314it [06:46,  1.97it/s, bound:0 nc:  5 ncall:3.7e+03 eff:35.1% logz-ratio=7.51+/-0.04 dlogz:1.456>0.1]
1315it [06:46,  2.16it/s, bound:0 nc:  4 ncall:3.7e+03 eff:35.1% logz-ratio=7.51+/-0.04 dlogz:1.454>0.1]
1317it [06:46,  2.84it/s, bound:0 nc:  1 ncall:3.8e+03 eff:35.1% logz-ratio=7.51+/-0.04 dlogz:1.451>0.1]
1318it [06:47,  3.10it/s, bound:0 nc:  3 ncall:3.8e+03 eff:35.1% logz-ratio=7.51+/-0.04 dlogz:1.450>0.1]
1319it [06:47,  2.59it/s, bound:0 nc:  6 ncall:3.8e+03 eff:35.1% logz-ratio=7.51+/-0.04 dlogz:1.448>0.1]
1320it [06:47,  3.03it/s, bound:0 nc:  2 ncall:3.8e+03 eff:35.1% logz-ratio=7.51+/-0.04 dlogz:1.447>0.1]
1321it [06:48,  2.53it/s, bound:0 nc:  6 ncall:3.8e+03 eff:35.1% logz-ratio=7.51+/-0.04 dlogz:1.445>0.1]
1322it [06:48,  2.84it/s, bound:0 nc:  2 ncall:3.8e+03 eff:35.1% logz-ratio=7.51+/-0.04 dlogz:1.443>0.1]
1323it [06:49,  2.87it/s, bound:0 nc:  3 ncall:3.8e+03 eff:35.1% logz-ratio=7.51+/-0.04 dlogz:1.442>0.1]
1325it [06:49,  3.24it/s, bound:0 nc:  4 ncall:3.8e+03 eff:35.1% logz-ratio=7.52+/-0.04 dlogz:1.439>0.1]
1326it [06:49,  3.43it/s, bound:0 nc:  3 ncall:3.8e+03 eff:35.1% logz-ratio=7.52+/-0.04 dlogz:1.437>0.1]
1327it [06:49,  4.01it/s, bound:0 nc:  2 ncall:3.8e+03 eff:35.1% logz-ratio=7.52+/-0.04 dlogz:1.436>0.1]
1328it [06:50,  2.97it/s, bound:0 nc:  6 ncall:3.8e+03 eff:35.1% logz-ratio=7.52+/-0.04 dlogz:1.434>0.1]
1329it [06:50,  3.50it/s, bound:0 nc:  2 ncall:3.8e+03 eff:35.1% logz-ratio=7.52+/-0.04 dlogz:1.433>0.1]
1330it [06:50,  3.52it/s, bound:0 nc:  3 ncall:3.8e+03 eff:35.1% logz-ratio=7.52+/-0.04 dlogz:1.431>0.1]
1332it [06:51,  4.03it/s, bound:0 nc:  2 ncall:3.8e+03 eff:35.1% logz-ratio=7.52+/-0.04 dlogz:1.428>0.1]
1334it [06:51,  3.86it/s, bound:0 nc:  6 ncall:3.8e+03 eff:35.1% logz-ratio=7.53+/-0.04 dlogz:1.425>0.1]
1335it [06:52,  3.04it/s, bound:0 nc:  6 ncall:3.8e+03 eff:35.0% logz-ratio=7.53+/-0.04 dlogz:1.424>0.1]
1336it [06:52,  3.83it/s, bound:0 nc:  1 ncall:3.8e+03 eff:35.1% logz-ratio=7.53+/-0.04 dlogz:1.422>0.1]
1337it [06:52,  4.43it/s, bound:0 nc:  1 ncall:3.8e+03 eff:35.1% logz-ratio=7.53+/-0.04 dlogz:1.421>0.1]
1338it [06:54,  1.59it/s, bound:0 nc: 16 ncall:3.8e+03 eff:35.0% logz-ratio=7.53+/-0.04 dlogz:1.419>0.1]
1339it [06:54,  1.53it/s, bound:0 nc:  6 ncall:3.8e+03 eff:34.9% logz-ratio=7.53+/-0.04 dlogz:1.418>0.1]
1340it [06:55,  1.87it/s, bound:0 nc:  3 ncall:3.8e+03 eff:34.9% logz-ratio=7.53+/-0.04 dlogz:1.416>0.1]
1341it [06:55,  1.75it/s, bound:0 nc:  8 ncall:3.8e+03 eff:34.9% logz-ratio=7.53+/-0.04 dlogz:1.415>0.1]
1342it [06:55,  2.15it/s, bound:0 nc:  3 ncall:3.8e+03 eff:34.9% logz-ratio=7.53+/-0.04 dlogz:1.413>0.1]
1344it [06:56,  2.43it/s, bound:0 nc:  6 ncall:3.9e+03 eff:34.9% logz-ratio=7.54+/-0.04 dlogz:1.410>0.1]
1345it [06:57,  1.61it/s, bound:0 nc: 10 ncall:3.9e+03 eff:34.8% logz-ratio=7.54+/-0.04 dlogz:1.409>0.1]
1346it [06:58,  1.65it/s, bound:0 nc:  7 ncall:3.9e+03 eff:34.8% logz-ratio=7.54+/-0.04 dlogz:1.407>0.1]
1347it [06:58,  2.11it/s, bound:0 nc:  2 ncall:3.9e+03 eff:34.8% logz-ratio=7.54+/-0.04 dlogz:1.406>0.1]
